Date,Open,High,Low,Close,Adj Close,Volume
2017-03-15,144.199997,145.520004,143.229996,145.250000,145.250000,5987200
2017-03-16,145.500000,146.500000,144.220001,144.389999,144.389999,5286500
2017-03-17,144.050003,145.759995,143.399994,145.110001,145.110001,6281300
2017-03-20,145.449997,146.250000,144.580002,145.830002,145.830002,3421000
2017-03-21,146.750000,147.699997,142.100006,142.419998,142.419998,7669800
2017-03-22,142.539993,143.800003,140.759995,142.649994,142.649994,6486900
2017-03-23,142.139999,142.889999,141.259995,141.839996,141.839996,3712600
2017-03-24,142.360001,142.800003,141.580002,142.020004,142.020004,3546600
2017-03-27,140.830002,144.389999,140.000000,144.059998,144.059998,4771700
2017-03-28,144.100006,146.110001,143.919998,145.169998,145.169998,4638000
2017-03-29,145.500000,147.179993,144.910004,146.470001,146.470001,3855000
2017-03-30,146.809998,148.289993,146.529999,148.059998,148.059998,4461100
2017-03-31,148.000000,148.229996,147.330002,147.809998,147.809998,3888200
2017-04-03,146.699997,148.009995,145.740005,146.919998,146.919998,4609300
2017-04-04,146.839996,147.089996,144.889999,145.500000,145.500000,4368900
2017-04-05,146.190002,146.250000,143.259995,143.619995,143.619995,4607600
2017-04-06,144.000000,144.139999,143.009995,143.740005,143.740005,3312400
2017-04-07,143.789993,143.889999,142.710007,143.110001,143.110001,3040500
2017-04-10,143.039993,144.649994,141.210007,143.850006,143.850006,5807400
2017-04-11,144.279999,144.539993,141.979996,144.350006,144.350006,4621500
2017-04-12,144.850006,145.740005,143.550003,143.830002,143.830002,4387000
2017-04-13,144.250000,144.550003,142.759995,142.919998,142.919998,3685800
2017-04-17,144.429993,147.320007,144.429993,147.250000,147.250000,16364700
2017-04-18,147.339996,147.399994,140.000000,143.360001,143.360001,19671000
2017-04-19,143.369995,144.000000,138.660004,139.759995,139.759995,12395100
2017-04-20,140.300003,141.800003,139.270004,141.179993,141.179993,7248200
2017-04-21,141.389999,143.029999,140.899994,142.869995,142.869995,6824800
2017-04-24,143.610001,144.500000,143.399994,143.830002,143.830002,4800900
2017-04-25,147.460007,153.520004,146.220001,152.160004,152.160004,20674200
2017-04-26,151.529999,152.149994,148.899994,150.169998,150.169998,9274100
2017-04-27,150.600006,153.490005,149.300003,153.080002,153.080002,7719400
2017-04-28,152.710007,152.970001,150.940002,152.199997,152.199997,6356400
2017-05-01,151.910004,157.699997,151.610001,155.350006,155.350006,9031600
2017-05-02,155.759995,156.500000,154.610001,156.449997,156.449997,5384800
2017-05-03,156.289993,156.539993,154.880005,155.589996,155.589996,3931200
2017-05-04,155.589996,157.899994,154.550003,157.250000,157.250000,5582300
2017-05-05,158.550003,158.589996,155.899994,156.600006,156.600006,5341700
2017-05-08,156.550003,157.639999,155.300003,156.380005,156.380005,4818800
2017-05-09,156.100006,157.850006,155.970001,157.460007,157.460007,3911000
2017-05-10,157.820007,161.100006,156.559998,160.279999,160.279999,6869900
2017-05-11,160.330002,160.520004,157.550003,158.539993,158.539993,5677400
2017-05-12,159.110001,160.839996,158.509995,160.809998,160.809998,5092900
2017-05-15,160.250000,161.779999,159.759995,160.020004,160.020004,4972000
2017-05-16,160.500000,161.179993,159.330002,159.410004,159.410004,3464900
2017-05-17,158.089996,158.779999,153.000000,153.199997,153.199997,8184500
2017-05-18,153.610001,156.889999,153.240005,155.699997,155.699997,6802700
2017-05-19,156.149994,158.050003,155.910004,157.020004,157.020004,4091500
2017-05-22,157.860001,158.600006,156.429993,157.160004,157.160004,3744100
2017-05-23,157.750000,158.309998,156.800003,157.949997,157.949997,3370900
2017-05-24,158.350006,158.479996,157.169998,157.750000,157.750000,2970800
2017-05-25,161.000000,164.100006,160.550003,163.050003,163.050003,8561000
2017-05-26,162.839996,163.050003,161.119995,162.429993,162.429993,4834300
2017-05-30,163.600006,164.750000,162.710007,163.220001,163.220001,4828600
2017-05-31,163.610001,164.000000,160.740005,163.070007,163.070007,5328900
2017-06-01,163.520004,163.929993,161.699997,162.990005,162.990005,3896300
2017-06-02,163.419998,165.360001,162.800003,165.179993,165.179993,4259100
2017-06-05,165.490005,165.500000,163.429993,165.059998,165.059998,3875200
2017-06-06,164.949997,166.820007,164.509995,165.169998,165.169998,4382100
2017-06-07,165.600006,166.399994,164.410004,165.610001,165.610001,3353100
2017-06-08,166.119995,166.869995,164.839996,165.880005,165.880005,3695200
2017-06-09,166.270004,166.270004,154.500000,158.029999,158.029999,10292000
2017-06-12,155.300003,155.529999,148.309998,151.440002,151.440002,14114500
2017-06-13,154.380005,155.679993,150.130005,152.720001,152.720001,8484700
2017-06-14,154.339996,155.619995,150.279999,152.199997,152.199997,6461800
2017-06-15,149.440002,152.559998,147.300003,151.759995,151.759995,7319700
2017-06-16,151.449997,153.529999,150.389999,152.380005,152.380005,6909700
2017-06-19,154.289993,155.580002,152.410004,153.399994,153.399994,6544300
2017-06-20,153.679993,154.500000,151.399994,152.050003,152.050003,4878700
2017-06-21,152.500000,155.380005,152.259995,155.029999,155.029999,5803400
2017-06-22,155.130005,155.199997,153.699997,154.889999,154.889999,3769200
2017-06-23,155.009995,158.190002,153.759995,158.020004,158.020004,6250800
2017-06-26,158.779999,159.970001,156.559998,157.500000,157.500000,6016000
2017-06-27,156.619995,156.979996,150.720001,151.029999,151.029999,7424300
2017-06-28,151.639999,154.199997,150.119995,153.410004,153.410004,5589900
2017-06-29,152.820007,152.820007,148.000000,150.089996,150.089996,7142500
2017-06-30,149.759995,150.710007,148.419998,149.410004,149.410004,5213300
2017-07-03,149.800003,150.449997,145.800003,146.169998,146.169998,3908200
2017-07-05,146.580002,148.259995,145.580002,147.610001,147.610001,4627800
2017-07-06,146.130005,147.270004,144.250000,146.250000,146.250000,5486500
2017-07-07,146.649994,150.750000,146.649994,150.179993,150.179993,5561300
2017-07-10,150.339996,153.229996,149.649994,152.669998,152.669998,5360600
2017-07-11,152.369995,155.229996,151.550003,154.330002,154.330002,4898600
2017-07-12,155.770004,158.800003,155.770004,158.750000,158.750000,8481800
2017-07-13,158.509995,160.130005,156.979996,158.210007,158.210007,6700100
2017-07-14,159.300003,161.350006,157.970001,161.119995,161.119995,5549200
2017-07-17,162.910004,163.550003,160.020004,161.699997,161.699997,17496700
2017-07-18,176.119995,185.000000,174.240005,183.600006,183.600006,41587400
2017-07-19,182.970001,187.169998,181.750000,183.860001,183.860001,17344300
2017-07-20,183.839996,185.919998,182.699997,183.600006,183.600006,7907200
2017-07-21,182.720001,191.500000,182.710007,188.539993,188.539993,9277400
2017-07-24,188.690002,190.250000,187.009995,187.910004,187.910004,8797300
2017-07-25,187.789993,188.660004,185.809998,186.970001,186.970001,5374500
2017-07-26,187.699997,189.699997,187.509995,189.080002,189.080002,4479300
2017-07-27,189.889999,190.000000,179.380005,182.679993,182.679993,11221000
2017-07-28,182.000000,185.029999,181.179993,184.039993,184.039993,6201900
2017-07-31,184.259995,184.970001,180.649994,181.660004,181.660004,4883600
2017-08-01,182.490005,184.619995,181.429993,182.029999,182.029999,5112700
2017-08-02,182.220001,182.570007,177.809998,180.740005,180.740005,5771300
2017-08-03,180.529999,181.220001,178.020004,179.229996,179.229996,4627700
2017-08-04,179.600006,181.000000,178.500000,180.270004,180.270004,4491100
2017-08-07,181.000000,182.270004,179.100006,181.330002,181.330002,4609800
2017-08-08,181.369995,181.910004,177.449997,178.360001,178.360001,6104000
2017-08-09,171.429993,175.960007,170.009995,175.779999,175.779999,9670500
2017-08-10,174.029999,174.449997,167.600006,169.139999,169.139999,9693100
2017-08-11,169.860001,172.580002,169.000000,171.399994,171.399994,5022300
2017-08-14,169.800003,172.449997,168.800003,171.000000,171.000000,7457100
2017-08-15,171.529999,171.880005,168.250000,168.500000,168.500000,5656100
2017-08-16,167.500000,170.500000,166.250000,169.979996,169.979996,7013600
2017-08-17,169.229996,170.580002,165.720001,166.089996,166.089996,5229200
2017-08-18,165.949997,169.970001,165.800003,166.539993,166.539993,7385700
2017-08-21,166.910004,168.990005,164.229996,166.759995,166.759995,6480700
2017-08-22,167.759995,169.929993,167.039993,169.339996,169.339996,4886300
2017-08-23,168.350006,169.639999,166.699997,169.059998,169.059998,4632300
2017-08-24,169.860001,171.240005,166.149994,168.130005,168.130005,5361700
2017-08-25,168.580002,168.750000,165.500000,165.949997,165.949997,4064000
2017-08-28,166.429993,168.669998,165.600006,167.119995,167.119995,3657300
2017-08-29,165.000000,169.679993,164.729996,168.809998,168.809998,4620900
2017-08-30,169.500000,174.850006,169.369995,174.690002,174.690002,8034700
2017-08-31,175.449997,176.240005,173.860001,174.710007,174.710007,6941000
2017-09-01,175.550003,176.479996,173.919998,174.740005,174.740005,3813000
2017-09-05,173.399994,175.880005,172.440002,174.520004,174.520004,4589500
2017-09-06,175.250000,179.460007,173.729996,179.250000,179.250000,8742600
2017-09-07,178.800003,180.350006,177.100006,179.000000,179.000000,6036100
2017-09-08,178.449997,180.389999,176.250000,176.419998,176.419998,4590800
2017-09-11,178.100006,182.470001,178.029999,181.740005,181.740005,5979400
2017-09-12,182.550003,185.330002,180.639999,185.149994,185.149994,6689600
2017-09-13,184.070007,184.500000,182.550003,183.639999,183.639999,4320300
2017-09-14,183.250000,185.289993,182.070007,182.630005,182.630005,4510700
2017-09-15,182.729996,184.929993,181.429993,182.350006,182.350006,5591700
2017-09-18,183.610001,185.449997,182.729996,184.619995,184.619995,5359600
2017-09-19,184.979996,186.229996,184.169998,185.679993,185.679993,4982100
2017-09-20,186.100006,186.500000,183.199997,185.509995,185.509995,4625000
